Symbol,baseMean,log2FoldChange,padj
Olfr114,0.071137779,-0.315163641,
Btnl1,4.500644197,1.196995915,
Ganc,1307.745957,-0.012307515,0.946953379
Rpl7a,6182.702694,0.030889168,0.810957485
Ncs1,84.53273849,0.202343611,0.71873932
Atp5g2,1588.295882,0.442015938,0.003225065
Cks1brt,0.084010896,0.577922156,
Cebpzos,291.0638324,0.058609481,0.817594657
Cav3,119.9522699,2.429039918,0.20232117
9430002A10Rik,3.667586734,-0.384311235,
Sim2,11.12739715,0.28515207,
H2bc12,0.157659159,-0.796054839,
Ppox,936.6236568,0.003295175,0.989082363
Gm5239,5.844916766,-0.10795655,
Zfp677,103.7518276,-0.198366183,0.455924015
AI413582,212.1808389,-0.024133392,0.957913931
Gm16477,2.222638234,-0.338607458,
Shisal1,1.737888694,2.558518481,
Zfp512,501.7520347,-0.04931557,0.830629491
Ei24,2394.127398,0.174226374,0.003687992
Tex101,0.141925279,0.097030959,
Chia1,2.061518893,3.388574489,
,1.43722294,-0.845946271,
Kcnc3,197.8918913,0.662327948,0.119007877
Zfp599,16.31091288,0.596438462,
Hikeshi,427.0448429,0.03177616,0.914882312
Vmn1r51,0.294444577,-0.848523289,
4833420G17Rik,639.4140525,0.111141978,0.515776323
Actg1,11012.76925,-0.191940943,0.527630771
Ces2f,1.324731544,-1.289974315,
Gm14176,5.087213561,-0.705000873,
Tcp11,6.239986161,-0.645012487,
Zfp28,189.861624,0.044829149,0.880894244
Phactr2,1298.447985,0.004836889,0.985609872
Impdh2,800.3059548,0.061535147,0.776658928
Gm4978,0.140844079,-0.796054839,
Rpl31-ps11,3.485506485,0.440602551,
Klhl24,2680.346167,0.316221062,0.260404779
Vmn1r32,0.077740531,0.577922156,
Hdac10,524.3726042,0.002093011,0.993229438
Acadm,7339.44195,0.087646585,0.719773197
Cfl2,2404.703375,0.663053464,0.114097424
Zfp938,101.9854991,-0.147077233,0.600957835
Gm10123,99.63886048,-0.442107578,0.098386012
Mtap,619.7243957,-0.302159759,0.008345445
Stat4,20.88572008,0.111898309,0.882966743
9130023H24Rik,227.7200434,0.098827967,0.609282296
Atp11c,903.1914839,-0.130852213,0.355546215
Kdr,1933.016137,-0.246552221,0.288303337
Ccdc177,0.916199626,0.436034573,
Gm6378,0.142750585,-0.796054839,
Ufc1,1012.805142,-0.009161945,0.972223957
Cped1,3314.690183,-0.180462018,0.398795282
Mrpl42,1487.479173,0.357887694,0.349091528
Nrg1,2.840786761,0.240002051,
Ica1,96.21733125,0.104960642,0.731234472
Rpl35,3736.378746,-0.026439196,0.907965137
Gm9701,0.638819207,-0.017307426,
Msln,6.904048323,2.09636865,
Ccni,7045.835405,0.05559267,0.810957485
2010204K13Rik,11.43076951,0.332410377,
Manbal,465.9801403,-0.043653022,0.78988265
H2ac15,0.542901687,-1.241850378,
Zfp780b,186.3929101,-0.060406702,0.779773113
Ing2,212.0192943,0.147156549,0.389607189
Lrrc40,394.4640371,0.098898482,0.621930306
Sox7,402.0083263,0.033605621,0.950908541
Ctnna2,3.855872848,-1.192007147,
Mapk3,3334.646603,-0.080645999,0.714955227
Kif1b,8031.897329,0.213654995,0.348646676
Gm10125,59.75949945,-0.032268827,0.938812816
Zfp26,395.6311903,0.234142634,0.100939989
Dgkeos,2.066646822,0.47169041,
Aldoart2,5.442982949,1.135993006,
Calml3,62.21084081,-0.660767192,0.756498603
Olfr177,0.297172972,0.028338938,
Kcnma1,115.3592521,1.687796503,0.085801202
Bbs5,88.09945066,-0.091746679,0.721228223
Clip2,550.4589242,-0.24874351,0.149480957
Csn2,0.156697403,0.990116756,
Numbl,974.6484426,0.219150848,0.577372587
Gm5449,0.069231273,-0.315163641,
Rps4l,737.5455079,-0.094234688,0.71861998
Hspb11,104.4037623,-0.007932993,0.984538323
Pstk,755.6834114,0.144558755,0.367686982
Cd300lb,110.6039533,-0.083023279,0.846822084
Nol7,749.4454231,0.074275339,0.753163996
Ldha,21444.0424,0.28022477,0.566313479
Olfr535,0.072440546,-0.315163641,
Serpina11,0.141671819,-0.796054839,
Gpr84,0.247305042,0.509229784,
Ptpmt1,987.104172,0.05035594,0.799782148
1110038F14Rik,349.9949593,-0.033215268,0.890453518
Grm4,1.025752799,-1.919052497,
Zfp993,11.46331536,-0.013313602,
Krtap4-1,148.3768339,-3.369403048,0.550445318
Scoc,725.6725042,-0.021464466,0.935870994
Parp10,732.6844709,0.015392985,0.945055582
Naa15,1204.59369,0.00748368,0.981324596
Hacd1,458.604469,0.478676724,0.079294816
Zfp35,299.0285278,0.040516292,0.833357846
Gvin-ps7,371.2367781,-0.326431542,0.216480372
Tmem117,43.0924864,2.277709795,0.029757852
Luzp2,4.736806744,-0.77034133,
Gm12657,3.991338456,-0.549561173,
Rpl27,1682.112166,-0.069008749,0.734360035
Usp31,449.1416962,0.055659945,0.806355959
1190007I07Rik,176.5169955,0.320655078,0.116541744
Gm9396,5.412970165,-0.42333771,
Krr1,592.1174285,-0.061821055,0.746372935
Slc39a4,6.489031919,1.265421141,
Mapk1,3162.419424,-0.013691597,0.912380992
Alg11,456.9935001,-0.20075328,0.188785643
3300002I08Rik,22.2940869,0.161085061,0.75855402
Bcl9l,5342.982995,-0.047864705,0.883783483
Zfp947,45.957577,0.004451096,0.995636912
BC023105,72.74705394,1.06850153,0.286007976
Tmed5,2061.619122,0.08625451,0.674281022
Lrrc43,0.798741942,1.180339105,
Stk24,1292.198503,0.055341419,0.589812979
Gm10131,4.684046957,-0.01956171,
Cyp26b1,164.8794675,-0.639443123,0.430066063
Ddo,155.7983811,0.642189828,0.194630998
Wscd2,484.1290239,-0.229961366,0.564364623
Sorcs3,0.902748391,-0.51205992,
B9d2,152.1729902,0.150997745,0.593161817
Gm7117,4.629227949,0.534318232,
Nmral1,195.1211705,-0.285502006,0.081884419
Syne2,2729.253094,0.003330547,0.993639884
D630045J12Rik,63.45501954,0.083590456,0.814324197
Rps15,7131.848708,-0.093789425,0.474528746
Lrmda,274.4637555,-0.077235559,0.789490152
Snu13,984.7734911,0.110098214,0.319798585
Zkscan7,270.227517,-0.150995579,0.451099161
Arhgap22,100.9744243,0.103063978,0.779846447
Snrnp70,3374.975778,-0.032715293,0.845767483
Gm6756,0.558619563,-0.477966371,
Ly6m,1.789455596,-0.727123114,
Eno1,9321.471273,0.145488332,0.781165372
Stmnd1,3.634065423,0.28161013,
Sema3e,116.1819962,0.319171436,0.418855387
Zfp773,13.80431657,0.259516419,
Gm5616,2.971431368,0.54943829,
Nup98,1398.538193,0.112802832,0.326903923
Gm10132,1.92795161,-0.476522347,
Aox1,2737.442557,0.077083825,0.715671097
Col23a1,229.9379672,0.133251243,0.580529906
Jazf1,435.0426774,-0.171603455,0.534750515
Klhdc3,1395.446971,0.227521045,0.296886816
Gm5513,5.102662225,-0.153446876,
Slc22a28,0.097954331,0.577922156,
Gng8,7.32633129,-0.339814582,
Egfem1,2.339370019,0.524071991,
Ccdc102a,263.5704777,-0.203160813,0.256546332
Gm10134,137.3497066,-0.070869466,0.876795123
C230062I16Rik,42.41363856,0.205786272,0.570359421
Unc5d,0.527806184,-0.451710175,
Gm7665,25.89216129,-0.791134942,0.02612555
Sox11,18.12038996,0.195771062,
Jakmip1,4.377155318,0.602675052,
Cnfn,74.67835541,-1.911978018,0.679226855
Slc22a21,85.40309065,0.13001608,0.664198612
Gm10135,285.112198,0.172313559,0.634478339
Zbtb18,837.4206948,0.53075185,0.052102969
Krt73,519.3613649,-1.059596912,0.826845599
Brwd3,243.7903757,-0.055335528,0.85018009
Nkx6-3,0.252259234,1.402311356,
Crb1,0.170394876,0.097030959,
Glyat,4.040573932,-0.42061254,
Hadhb-ps,53.1663684,0.058426202,0.908219653
Pcdhb5,31.38482948,0.373500976,0.4133801
H2ac21,2.945203844,-0.442052967,
Cycs,1129.074086,0.364279638,0.365490687
Gm8730,145.594532,-0.200622826,0.432713162
Sfxn4,188.0261342,-0.404782643,0.013813937
Mapk15,2.444886084,0.852174212,
Klk1b24,0.763382998,1.79081062,
Sp3os,122.8444942,0.17139784,0.526945132
Tnfrsf11b,12.19854846,-0.082089335,
Hsd3b2,0.965323527,-0.750084168,
Gm4963,0.212809598,-1.270828765,
Platr8,0.455375061,-0.048904306,
Gm10136,7.28836437,-0.433748417,
Rnf217,443.7310874,0.457912899,0.013862463
Chadl,253.0981974,-0.03510291,0.894209429
S100a7a,32.4048715,-1.662873328,0.366641594
Chil4,0.732088186,-1.124422191,
Olfr282,0.084010896,0.577922156,
Utp14a,307.5137032,-0.027282402,0.923221221
Chchd1,452.5289088,0.25543307,0.381580692
Prpf38a,346.99758,-0.023761959,0.908219653
Ap3s2,759.6665872,0.142833898,0.176395698
Hspbp1,506.9544976,0.00117558,0.999241146
Lin28b,0.239634598,0.509225559,
Gpatch1,382.5689674,0.043458762,0.85543306
Alms1,143.6740712,0.072523968,0.829637636
Gm4987,2.138207969,0.773637539,
Arl9,9.069782404,0.160638258,
Dupd1,53.42301279,2.655437268,0.289988882
Gm6065,0.381106582,1.28810781,
Cdc42ep5,327.7194411,0.092574354,0.816184835
Ppcdc,404.2004532,0.064816563,0.709404149
Rnf183,0.309731003,0.921426302,
Gpx1,10122.14945,0.037246418,0.896216502
Chd4,6306.811166,0.060617751,0.702316583
Slc24a3,2262.164354,-0.023390564,0.962000283
Rps6-ps1,3.649032357,0.237575045,
Olfr376,0.168848178,0.990116756,
Uqcrh,2003.097062,0.121666799,0.635023175
Ptcd3,733.4074844,0.055415631,0.862230827
Gm6498,10.72690558,1.267499123,
Nlgn1,3.782382659,0.841918662,
Rpl7l1,1107.044348,-0.033496009,0.879925388
Crem,241.4220527,-0.025843105,0.923314458
Zkscan8,850.0337793,0.032296582,0.875790486
Nupl1,339.7086886,0.142021612,0.437746106
Gm7964,327.3952699,-0.125916964,0.368405976
Klk1,0.446466916,-0.853396355,
Dpp3,1038.939991,-0.043769519,0.811802956
Tdgf1-ps2,0.097954331,0.577922156,
Srrm4,10.42852777,0.806006075,
Cyp4a32,1.615771373,-0.618222322,
Pepd,1625.57878,0.211027482,0.371011646
Poteg,0.14178951,0.097030959,
Brpf3,2185.481696,0.051845349,0.764241314
Amd2,5.480850029,0.872645707,
H2ac19,21.92641018,-0.397345616,0.580529906
Krt88,0.154304904,0.990116756,
Nr6a1,104.7385661,0.035143575,0.923734727
Slco1a5,0.596798866,-0.040172071,
Gm648,0.078829579,-0.315163641,
Klk8,13.32244285,-0.265839072,
Pym1,422.1007304,0.094859757,0.667706514
Gm10143,120.6653327,0.01661738,0.960494252
Mro,1.898789013,0.342207226,
Gpn1,405.4990059,-0.060013274,0.689299606
Ccr1l1,0.538690175,0.343098708,
Trerf1,285.2583798,0.005311423,0.991368297
Scgb3a1,2.874068319,0.632648046,
Dzip3,175.51226,-0.271215926,0.089233104
BC048507,0.30491258,0.028338978,
Ipcef1,10.29736503,0.173009112,
Mtx1,1039.78994,0.071174991,0.497266719
Fbln2,3040.308825,-0.171261659,0.614024948
Gm8973,0.149486481,0.097030959,
Vrk2,274.8050568,-0.02922758,0.872956301
Cnnm2,1438.230352,-0.244801993,0.050245904
Hcst,19.60461918,0.696123182,0.393900017
Cadm2,43.56373403,-0.152686686,0.769031359
Mocs1,2030.955639,0.12392995,0.390294385
Prr36,12.61833894,0.36760591,
Med14,874.4346352,0.084500826,0.598336423
Cenpj,154.8852057,-0.149041187,0.423382124
Fam172a,624.9128497,-0.061861828,0.597576439
Trim38,1.997419032,0.50874543,
Zfp69,35.73148096,0.150903317,0.818013732
Arih2,1190.363089,0.304583682,0.01818529
Rab44,34.80014855,0.263611906,0.636583982
Izumo1,115.9342186,0.090680083,0.816049948
Krt39,31.98712534,-3.173808322,0.580529906
Ghrl,7.968029411,0.087750533,
Tnnt1,277.2134065,4.307179086,0.01362169
Rab3ip,363.6022862,0.200388635,0.191540834
Gm4735,13.87750759,-0.456913219,
Krt2,0.519849148,1.80106818,
Spata6l,442.3380336,-0.050091497,0.83500526
Gm10145,2.451960178,0.286697358,
Ano6,3242.881485,0.078621209,0.651134801
Ifi27,6405.652,-0.089677898,0.801906172
H2ac18,19.3674238,-0.577482957,
Gsdma3,0.761544002,-3.091165624,
Paqr9,1384.615166,-0.134769357,0.837838941
Gm5321,0.465569125,-0.035950772,
Gm5414,0.138462546,-0.796054839,
Chil1,5.593659153,-1.005503575,
Plcxd1,302.8515552,-0.008222329,0.982382153
Ethe1,151.8951331,0.237430873,0.432663019
Gimap8,219.0509294,-0.1389249,0.618045478
Platr26,5.788510892,0.574920074,
Zfp428,47.32747443,0.020053475,0.96991083
Hvcn1,700.0328255,-0.049513827,0.871816512
Gpbar1,2.519705386,0.315281926,
Ccdc146,12.66501392,2.90063916,
Rpl19-ps1,4.296448694,0.64243272,
Cdpf1,301.8465212,0.154792344,0.290657323
H4c12,0.681284321,-1.069764171,
Tank,991.845267,-0.168877516,0.264643495
Cntn4,0.298574131,-0.867849376,
Aox3,97.82675507,0.313122969,0.382348107
4921528I07Rik,0.647471116,-2.259748865,
Clasp1,1297.429815,-0.043239166,0.870729576
Lrrc51,172.2394836,-0.06586398,0.847998576
2410137M14Rik,0.705571833,0.251629621,
Gm10146,2.138029472,-0.041146074,
Hhip,21.2108456,0.280630188,0.74032632
Siva1,292.5935699,0.040510589,0.88030521
Scn1a,1.715842467,1.026418954,
Pde6h,447.9681392,0.009347011,0.986215839
mt-Tf,19.66707187,0.228135613,0.65255711
mt-Rnr1,12481.91144,0.158647505,0.624606711
mt-Tv,21.32022247,1.319636165,0.105424314
mt-Rnr2,43254.4835,0.2542739,0.537073418
mt-Tl1,1909.413492,0.516902803,0.195263619
mt-Nd1,228196.5486,0.425362038,0.185787981
mt-Ti,217.6932977,0.664031904,0.100523232
mt-Tq,181.5730091,0.821249448,0.091223239
mt-Tm,309.7289041,0.922080697,0.031345488
mt-Nd2,124509.694,0.574289076,0.063935773
mt-Tw,84.18115986,1.412130022,0.000169595
mt-Ta,453.1860406,0.501816401,0.309058207
mt-Tn,837.8515266,0.506889027,0.277255967
mt-Tc,995.4396033,0.492460515,0.308347905
mt-Ty,870.4678898,0.511558548,0.341083887
mt-Co1,600926.8416,0.360288348,0.264473322
mt-Ts1,147.3848181,-0.310898549,0.552128737
mt-Td,0.523942503,0.315608598,
mt-Co2,322.2736045,0.08646388,0.839383335
mt-Atp8,131.5924619,0.345807081,0.336226196
mt-Atp6,417.0655572,0.304908032,0.402337924
mt-Co3,329.5913849,0.325259255,0.377126388
mt-Tg,188.9783741,0.37878431,0.317904978
mt-Nd3,262.7185132,0.366112278,0.333518141
mt-Tr,30.90574297,0.341540793,0.750788631
mt-Nd4,152421.4733,0.279875018,0.338328724
mt-Th,68.85406622,0.719882275,0.3449281
mt-Ts2,55.15866987,0.661693167,0.452502922
mt-Tl2,67.15264059,0.994622942,0.165689981
mt-Nd5,203584.7365,0.412236986,0.12611563
mt-Nd6,55636.51895,0.894193928,0.003687992
mt-Te,8080.366879,0.543027652,0.117693987
mt-Cytb,307152.0477,0.361935617,0.220336926
mt-Tt,57.42121864,0.4190061,0.319972779
mt-Tp,2169.403602,0.156959725,0.64796175
Selenop,30833.11832,0.059884761,0.772875547
Gm26448,1.591274917,-0.765013718,
Gm26447,11.15356936,-0.000924415,
Snora73a,13.25189221,0.287962241,
Gm26446,0.822763069,0.163715893,
Snord73b,4.383118484,0.008016987,
Gm23628,0.3848981,-0.475958786,
Gm23629,0.212456884,-1.270996861,
Gm23925,16.13102912,-0.349063652,
Gm22247,3.946598715,0.772795484,
DQ267102,0.868285006,1.362222146,
Gm22249,2.855670906,-0.220111688,
Gm22748,2.785210639,-0.698486782,
Gm25588,0.212673829,-1.270064253,
Snord49b,3.29463954,0.167528758,
Gm26224,15.0587187,0.010462203,
Snord37,13.22590028,-0.16243935,
Gm26225,0.219744552,-0.383860239,
Gm26226,0.877312325,1.3998269,
Snord68,5.783131902,-0.295240168,
Snora23,2.6524636,0.809461123,
Gm24564,0.144881092,-0.796054839,
Snord21,12.5377512,0.084814814,
Gm23407,0.417138546,0.440536132,
Gm22060,0.881721204,-1.61132285,
Snora28,38.35724851,0.319183859,0.409022179
Gm24313,1.834080502,-0.516777829,
DQ267101,0.07100201,-0.315163641,
Gm25296,6.161668245,0.774753589,
Snora9,2.927709072,0.071712479,
Gm22455,5.712143373,-0.536150026,
n-R5s162,0.207693819,-1.250787139,
Gm26441,0.141574999,0.990116756,
Gm26440,1.005921876,0.60896988,
Gm23613,0.494364123,-0.042889198,
Snord42a,26.03764519,0.189492436,0.755295177
Gm22980,0.52728385,-0.488838581,
Gm22979,0.097954331,0.577922156,
Gm24622,0.149353337,0.097030959,
n-R5s173,0.212673829,-1.270064253,
Gm24620,2.370373465,0.39716797,
Snora7a,8.941312743,0.085871389,
Gm24145,0.827058791,2.564736322,
Gm24144,0.233134483,0.509225559,
Gm24143,0.521475634,0.33950559,
Gm25134,0.711074011,0.237981253,
Gm25135,6.759147342,-0.157920159,
Gm25129,1.342077816,-1.44391132,
Gm25132,0.557213557,1.176625295,
Gm25131,0.146383725,0.097030959,
Gm22301,0.441797117,-1.607382643,
Gm22300,0.46156724,-0.047783393,
Gm22299,2.166544011,-0.263918192,
Snora41,7.070966311,-0.096766714,
Snora44,13.80544545,0.109631239,
Gm25899,0.071612806,-0.315163641,
Gm26457,3.955096938,0.603273557,
Gm22303,0.233978255,-0.383859118,
Gm22304,0.361374989,-2.013271785,
Gm22305,0.260118951,1.402319021,
Gm22620,7.183731659,0.301938444,
Snora20,2.650041779,0.177198534,
Gm23301,8.425780391,0.632042831,
Gm23303,0.760352113,1.725853779,
Gm26129,0.459515999,0.825789191,
Gm25788,0.838017959,-2.070669537,
Gm24166,1.296822742,0.795232732,
Snora52,14.63160548,0.148390585,
Gm24461,0.211156552,-0.383859289,
Gm22806,0.150789247,0.097030959,
Gm25357,0.308448406,-0.894322024,
Gm24151,0.078829579,-0.315163641,
Gm25930,0.635738626,0.720755261,
Gm25855,7.107871153,0.123604769,
Gm25857,0.238323383,-0.383859089,
Snord96a,26.71267013,0.161419335,0.798058275
Snord45b,6.435180509,-0.387820229,
Gm23445,0.287281397,-0.87755568,
Gm23054,0.667853794,0.175722705,
Snord14a,3.867067928,0.78947599,
Rnu6-ps1,0.071612806,-0.315163641,
Gm24708,0.071137779,-0.315163641,
Gm26330,8.826249178,-0.299586855,
Gm25475,0.077740531,0.577922156,
Gm23517,0.140844079,-0.796054839,
Gm26456,0.671598622,0.891380117,
Snord35b,15.55922813,-0.32788185,
Snord60,1.205401132,0.63990978,
Snord59a,2.909281468,0.868902481,
Snord95,4.063399576,0.64047563,
Gm24355,0.31109613,-0.862096899,
Gm24357,21.88617443,-0.254236087,0.644127888
Gm24036,1.25791424,0.422873196,
Gm22358,1.509652704,0.219104604,
Gm22357,79.87656393,-0.272058296,0.572179927
Gm22879,11.43437498,-0.215061096,
Gm25926,1.354659132,0.505612479,
Snora75,3.707044014,0.128239147,
Gm26205,6.85801716,0.512255538,
Gm26202,5.887653197,-0.350495419,
Gm26203,10.64065756,0.188848542,
Gm23442,1.989344887,-0.700437629,
n-R5s25,0.147939951,0.990116756,
Snora43,10.27399815,-0.096718917,
Snord58b,5.595297106,0.145023192,
Gm23377,0.149136201,0.990116756,
Gm24201,22.04017508,0.126867114,0.863299078
Gm22504,10.03281824,0.081522643,
Snord118,0.219077731,0.509229098,
Snora21,1.028171889,0.665821254,
n-R5s204,0.225917709,0.509225559,
Gm25401,0.370925024,-0.454530478,
Gm22573,4.323814404,0.439111915,
Gm22574,2.104467397,0.275496328,
Gm22571,3.367709861,-0.054940085,
Gm22572,4.746633243,-0.150293387,
Gm22229,0.078348701,0.577922156,
Snora62,1.527332607,-0.10105843,
Gm22043,1.844925007,-0.043406369,
Gm23722,0.319137418,0.028339047,
Gm23238,0.097954331,0.577922156,
Snora61,20.7403129,0.368191399,0.526348198
Gm24920,0.915013135,-0.99508578,
n-R5s41,0.314993597,0.921426405,
Gm25147,0.084010896,0.577922156,
Snord15b,2.573245601,-0.83848366,
Snord47,17.75400713,-0.329266941,
Gm23690,1.122113382,-0.637261695,
Gm25259,0.227699413,0.509225559,
Snord73a,2.278743939,0.890239487,
Gm22422,0.297664232,1.717378252,
Gm26003,13.09584357,-0.018152014,
Gm26325,1.03843413,-0.45646836,
Gm23508,0.240462338,0.509225559,
Snora3,6.773323059,-0.075869637,
Gm22363,0.299554505,0.028338951,
Gm22362,3.594968351,0.306613107,
Gm24044,4.457209134,-0.520743418,
Gm24046,0.428288826,-1.568293524,
Gm24045,2.821919331,1.145710404,
Gm25703,0.288459417,-1.688502768,
Gm22884,0.330906451,1.811463581,
Gm26497,1.758468975,0.318252889,
Gm26495,0.167185603,0.097030959,
Snord22,23.5215693,0.047588679,0.956161481
Gm26493,1.418757328,0.00254268,
Gm23677,0.527363297,-0.45284476,
Snord1a,5.304906965,0.570855969,
Gm23680,0.140844079,-0.796054839,
Snora16a,6.017946286,-0.033014166,
Gm26132,0.572138841,-0.754166693,
Gm26130,15.75003063,0.298246375,
n-R5s88,0.071137779,-0.315163641,
Snord61,0.078348701,0.577922156,
Gm23297,1.385827611,-1.425765931,
Snora65,33.33733737,-0.059906871,0.918208191
Snord104,43.0201451,0.035160915,0.956161481
Gm24457,0.369496035,-0.458288599,
Snora31,16.34483368,0.230727836,
Gm25482,0.084424089,0.577922156,
Gm50452,15.2744997,-0.442559973,
Gm23645,2.620640409,0.2803291,
Gm23814,0.228422577,-0.383859157,
Rnu12,0.604432475,-1.436707802,
Gm25137,0.078829579,-0.315163641,
Gm25136,2.515198845,0.716226617,
Gm23458,6.0251484,-0.308308467,
Gm23459,0.683815142,0.924770696,
Snord85,0.071137779,-0.315163641,
Gm24613,0.849364963,-0.309676489,
Gm24610,0.382119996,1.287512651,
Gm24616,21.08830286,0.22284086,0.733305958
Gm26265,0.444974956,-0.852332324,
Snord32a,7.655692186,0.791423205,
Gm25794,0.097954331,0.577922156,
Gm25791,18.69441817,0.275040281,
Gm25789,16.45754081,-0.311248276,
Gm22972,2.850902073,1.791198395,
Gm22973,0.144881092,-0.796054839,
Gm22297,0.416155846,1.379669771,
Gm23974,0.221229885,-0.38385921,
Gm23969,4.82115461,0.498615226,
Snora30,2.708354882,-0.163831966,
Gm23455,13.73977015,0.195726677,
Snord57,2.15688216,0.556306093,
Gm25128,1.207597886,-0.065829105,
Gm25124,0.147579974,0.097030959,
Gm24453,4.569983684,0.293381956,
Gm24452,9.480957097,0.278418769,
Gm24455,11.87038848,0.386594756,
Gm24451,2.177192778,-0.380687086,
Gm23650,7.983350404,0.792370465,
Gm24134,10.09162984,0.36707383,
Gm26122,0.07100201,-0.315163641,
Gm26121,0.072440546,-0.315163641,
Gm23248,0.447062051,-0.853333923,
Gm23245,1.401260459,-0.861926795,
Gm23246,11.84061383,-0.317458528,
Gm26064,0.836238086,0.69804793,
Gm22056,0.530525957,-0.482395884,
Gm22054,0.155426099,0.097030959,
Gm24927,1.013026059,-0.123333227,
Gm25579,6.418783566,0.022031256,
Snora73b,14.0648556,-0.102843613,
Gm24412,0.523325113,-0.435290251,
Gm24411,2.236830102,-0.869742649,
Gm22739,1.107047887,-0.272721842,
Gm22741,0.155501153,0.990116756,
Gm22738,1.038760708,-0.975252385,
Gm22744,7.446294513,0.107354491,
Gm23095,0.069231273,-0.315163641,
Gm23100,4.758837901,-0.092515724,
Gm25894,6.069125555,-0.196377857,
Mir25,5.945103974,-0.177242967,
Mir193a,0.455401089,-0.856312791,
Mir99b,3.426292024,0.761137618,
Mir155,0.077152452,0.577922156,
Mir133a-1,1.37008624,2.735216913,
Mir18,0.389846968,-0.456565972,
Mirlet7i,1.637712983,-0.600052919,
Mir135a-1,6.148147518,0.573841789,
Mir31,0.301884878,0.921426143,
Mir29b-2,6.519983811,-0.436177143,
Mir138-1,0.155982031,0.097030959,
Mir217,0.245174244,1.402311356,
Mir19a,0.221105138,-1.282168527,
Mir142b,13.10422027,0.20146962,
Mirlet7a-1,0.38210202,-0.452969764,
Mir221,0.069231273,-0.315163641,
Mir181a-2,0.234800143,0.509229496,
Mir345,2.074208293,-0.150218025,
Mir26a-2,0.602529246,-0.782080631,
Mir186,5.718347846,-0.282856455,
Mir208a,0.279919557,1.402311356,
Mir370,0.162840476,0.097030959,
Mir7-1,13.36127761,0.324053988,
Mir30d,0.384707108,-0.43670563,
Mir377,0.232484942,-0.383859129,
Mir140,0.837485704,0.202990616,
Mirlet7g,0.078348701,0.577922156,
Mir196b,5.477015307,-0.084125636,
Mir27a,2.359147592,0.42179929,
Mir143,2.701649544,0.385965332,
Mir365-1,0.835669622,-0.504401955,
Mir101a,4.626809567,0.083642513,
Mir207,8.505484948,0.003579923,
Mirlet7d,5.071405951,-0.229576092,
Mir21a,4.553308614,-0.058734286,
Mir181b-1,0.084010896,0.577922156,
Mir133a-2,5.819707435,2.976537695,
Snord45c,5.163155801,-0.480008539,
Mir185,0.226745449,0.509225559,
Mir26b,1.095952308,0.394485056,
Mir149,0.097954331,0.577922156,
Mir27b,4.266838916,0.230374311,
Mir30b,0.071137779,-0.315163641,
Mir125a,5.096477204,0.533466858,
Mir133b,1.425472578,0.345766896,
Mir130a,0.143442556,-0.796054839,
Mir219a-2,0.077740531,0.577922156,
Mir196a-2,0.097954331,0.577922156,
Mir365-2,22.31490648,-0.100373217,0.895366843
Mir30c-1,0.071137779,-0.315163641,
Mir34a,0.218824271,-0.383859228,
Mir150,0.078829579,-0.315163641,
Mir410,1.517541218,-0.332192459,
Mir10b,0.279306624,-1.646842856,
Mir335,0.673452872,-1.652912748,
Mir202,0.352825937,-1.983388727,
Mir351,0.658506172,-0.406350041,
Mir148a,2.049946807,-0.177739656,
Mir17,0.097954331,0.577922156,
Mir421,1.391768375,0.567869324,
Mir361,0.069231273,-0.315163641,
Mir26a-1,2.760148422,1.260503907,
Mir106b,0.628985606,2.106498837,
Mir152,0.097954331,0.577922156,
Mir214,9.500506739,-0.101027372,
Mir423,0.786928533,-0.372346762,
Mir10a,1.336428881,0.157089396,
Mir128-1,0.233829764,1.402311356,
Mir93,1.369340958,-0.037488162,
Mir320,0.069231273,-0.315163641,
Mir22,131.2603369,0.37468973,0.346872246
Mir99a,13.04066426,-0.022826544,
Mir324,8.099712528,0.391383989,
Mir132,0.072440546,-0.315163641,
Mir126a,13.37508227,-0.429071157,
Mir24-2,24.06925597,0.098947415,0.873555322
Mir224,0.155982031,0.097030959,
Mir330,0.699645813,1.619445568,
Mir32,0.705605257,1.636985216,
Mir196a-1,0.822379145,-0.303227214,
Mir199a-1,3.12015063,0.076329179,
Mir29c,21.66863283,-0.107356985,0.878786327
Mir210,0.223536176,0.509225559,
Mir302a,0.070787499,0.577922156,
Mir103-1,0.300029768,-0.875233073,
Mir219a-1,0.745463416,1.02580238,
Mirlet7c-1,1.294219207,-0.236831243,
Mir369,0.997103691,0.238637068,
Mir215,2.370234341,-0.9520369,
Mir103-2,0.643396934,-0.010444361,
Mirlet7b,9.079293768,0.34559573,
Mir181a-1,0.07100201,-0.315163641,
Mir30c-2,0.283461328,-0.858777058,
Mir344,0.078348701,0.577922156,
Mir412,0.530314252,-1.171538702,
Mir326,0.078348701,0.577922156,
Mir203,0.071137779,-0.315163641,
Mir181b-2,0.494767209,0.888057649,
Mir425,4.196404718,-0.008602448,
Mir194-1,1.211640407,-0.428785445,
Mir218-2,1.06152919,0.3520573,
Mir301,0.21966581,0.509229114,
Gm22753,14.52806999,-0.086184662,
Mir145a,18.55925949,-0.103303784,
Mir339,5.208087241,-0.344960866,
Mir23b,3.197924268,0.873585227,
Mir338,1.818116927,1.443863903,
Mir331,1.151216618,-0.223927043,
Mirlet7c-2,4.30074457,0.977104912,
